Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,07/14/2025,ORLEANS BOWLING ALLEY LAS VEGAS NV           07/12,-40.5,DEBIT_CARD,17985.5,
DEBIT,10/06/2025,CIRCLE K # 09555 LAS VEGAS NV        022490  10/05,-40.52,DEBIT_CARD,24514.79,
DEBIT,01/26/2026,PAPI TACOS & CHURROS 323-5369800 CA          01/24,-40.56,DEBIT_CARD,13467.65,
DEBIT,08/26/2025,SQ *SAHARACAFE Tukwila WA                    08/25,-40.74,DEBIT_CARD,19599.26,
DEBIT,03/13/2025,7-ELEVEN LAS VEGAS NV                447828  03/12,-40.83,DEBIT_CARD,46290.32,
DEBIT,11/10/2025,CIRCLE K # 09555 LAS VEGAS NV        177450  11/09,-40.95,DEBIT_CARD,28747.59,
DEBIT,12/31/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  237322  12/30,-41.13,DEBIT_CARD,10514.36,
DEBIT,11/17/2025,AMAZON MKTPL*B848Y6U Amzn.com/bill WA        11/16,-41.16,DEBIT_CARD,28343.32,
DEBIT,01/13/2025,HOUSE OF DUTCHPOT HOUSEOFDUTCHP CA           01/12,-41.18,DEBIT_CARD,39801.74,
DEBIT,09/24/2025,TST* NOTHING BUNDT CA 702-790-2233 NV        09/24,-41.4,DEBIT_CARD,21859.46,
DEBIT,07/28/2025,WAL-MART #2483 LAS VEGAS NV                  07/26,-41.65,DEBIT_CARD,19596.82,
DEBIT,06/18/2025,WM SUPERCENTER #2483 800-925-6278 NV         06/17,-41.68,DEBIT_CARD,14482.2,
DEBIT,01/21/2025,AMAZON MKTPL*ZC4ZS8A Amzn.com/bill WA        01/21,-41.7,DEBIT_CARD,44292.08,
DEBIT,03/03/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  650786  03/02,-42.35,DEBIT_CARD,47197.25,
DEBIT,05/19/2025,AMAZON MKTPL*NW4G67X Amzn.com/bill WA        05/17,-43.03,DEBIT_CARD,41382.67,
DEBIT,01/31/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-43.05,ACH_DEBIT,47486.43,
DEBIT,12/26/2024,THE HOME DEPOT #3308 LAS VEGAS NV            12/24,-43.07,DEBIT_CARD,43977.44,
DEBIT,12/15/2025,AMAZON MKTPL*VR9KT2Q Amzn.com/bill WA        12/14,-43.3,DEBIT_CARD,9655.19,
DEBIT,08/25/2025,SAFEWAY #1508 SEATTLE WA                     08/24,-43.31,DEBIT_CARD,20411.46,
DEBIT,10/27/2025,ALBERTSONS #0332 LAS VEGAS NV                10/26,-43.59,DEBIT_CARD,26333.68,
DEBIT,01/26/2026,CIRCLE K # 09555 LAS VEGAS NV        222830  01/25,-43.86,DEBIT_CARD,13326.37,
DEBIT,06/08/2026,SAFEWAY #1993 SEATTLE WA                     06/07,-44.55,DEBIT_CARD,18396,
DEBIT,06/01/2026,YARD HOUSE ZK 0108343 SEATTLE WA             05/30,-44.96,DEBIT_CARD,20985.68,
DEBIT,03/19/2026,CASH APP*ANTHONY Oakland CA                  03/18,-45,DEBIT_CARD,11289.84,
DEBIT,08/18/2025,CASH APP*BARISO HUSSEIN Oakland CA           08/15,-45,DEBIT_CARD,24454.68,
DEBIT,03/25/2025,Zelle payment to Jay JPM99b2gs5nr,-45,CHASE_TO_PARTNERFI,45555.43,
DEBIT,11/18/2024,APPLE CASH SENT MONE 1INFINITELOOP CA        11/15,-45,DEBIT_CARD,38288.1,
DEBIT,02/10/2026,SQ *SAHARACAFE Tukwila WA                    02/09,-45.14,DEBIT_CARD,15799.55,
DEBIT,03/02/2026,WALGREENS STORE 2400 S SEATTLE WA    473908  03/02,-45.16,DEBIT_CARD,12173.46,
DEBIT,11/12/2024,TST* ZEEK'S PIZZA - SEW SEATTLE WA           11/11,-45.78,DEBIT_CARD,37334.77,
DEBIT,01/06/2025,DAVES HOT CHICKEN 1009 LAS VEGAS NV          01/03,-46.04,DEBIT_CARD,38630.88,
DEBIT,07/28/2025,WALGREENS STORE 4412 R SEATTLE WA    736581  07/26,-46.34,DEBIT_CARD,19652.14,
DEBIT,12/30/2024,SIDRA MARKET LAS VEGAS NV                    12/27,-46.59,DEBIT_CARD,43751.51,
DEBIT,06/09/2025,CHILI'S RAINBOW LAS VEGAS NV                 06/07,-46.78,DEBIT_CARD,15034.63,
DEBIT,12/16/2025,CIRCLE K # 09555 LAS VEGAS NV        075941  12/16,-46.82,DEBIT_CARD,8827.15,
DEBIT,12/08/2025,WAL-MART #2483 LAS VEGAS NV                  12/07,-46.83,DEBIT_CARD,9775.97,
DEBIT,03/31/2026,Amazon.com*BC69546S2 Amzn.com/bill WA        03/31,-46.95,DEBIT_CARD,10543.18,
DEBIT,06/09/2025,Zelle payment to Mahir JPM99bbb62h3,-47,CHASE_TO_PARTNERFI,15089.09,
DEBIT,03/02/2026,RESTAURANT DEPOT SEATTLE WA                  03/01,-47.16,DEBIT_CARD,14551.5,
DEBIT,01/06/2025,DOLLAR TREE LAS VEGAS NV             019038  01/06,-47.41,DEBIT_CARD,38479.16,
DEBIT,12/16/2025,DOLLAR TREE LAS VEGAS NV             049936  12/16,-47.49,DEBIT_CARD,8886.54,
DEBIT,04/21/2025,WALMART PAY LAS VEGAS NV                     04/19,-47.6,DEBIT_CARD,49575.47,
DEBIT,08/14/2025,SAFEWAY #1508 SEATTLE WA                     08/13,-47.82,DEBIT_CARD,21854.21,
DEBIT,10/20/2025,YARD HOUSE ZK 0108319 LAS VEGAS NV           10/17,-48.01,DEBIT_CARD,25820.89,
DEBIT,03/31/2026,RESTAURANT DEPOT SEATTLE WA                  03/30,-48.06,DEBIT_CARD,10495.12,
DEBIT,05/13/2026,SAFEWAY FUEL1508 SEATTLE WA                  05/12,-48.27,DEBIT_CARD,14078.54,
DEBIT,04/09/2026,IDENTOGO - WA FINGER CCPROCESSING@ MA        04/08,-48.98,DEBIT_CARD,9511.35,
DEBIT,06/16/2025,WM SUPERCENTER #2483 800-925-6278 NV         06/15,-49.27,DEBIT_CARD,14570.94,
DEBIT,08/18/2025,WAL-MART #2483 LAS VEGAS NV                  08/15,-49.34,DEBIT_CARD,24499.68,
DEBIT,03/13/2026,AMAZON MKTPL*BP4PQ80 Amzn.com/bill WA        03/13,-49.68,DEBIT_CARD,13466.88,
DEBIT,09/15/2025,AMAZON MKTPL*0K3884B Amzn.com/bill WA        09/13,-49.84,DEBIT_CARD,24563.48,
DEBIT,12/16/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  201465  12/16,-49.93,DEBIT_CARD,8934.03,
DEBIT,07/28/2025,CHEESECAKE HENDERSON HENDERSON NV            07/26,-49.97,DEBIT_CARD,19735.64,
DEBIT,03/16/2026,MUSLIM MAP* MUSLIM A MAPSREDMOND.O WA        03/16,-50,DEBIT_CARD,11644.84,
DEBIT,02/17/2026,CASH APP*FLOWERS HUSSEI Oakland CA           02/14,-50,DEBIT_CARD,15193.57,
DEBIT,12/22/2025,Zelle payment to Najma  27408716833,-50,QUICKPAY_DEBIT,11375.27,
DEBIT,09/17/2025,GoFundMe Honoring the GOFUNDME.COM CA        09/17,-50,DEBIT_CARD,23420.44,
DEBIT,06/24/2025,Zelle payment to NAZIRA JPM99bd9c2lu,-50,CHASE_TO_PARTNERFI,16781.01,
DEBIT,05/19/2025,Zelle payment to NAZIRA JPM99b8smd7b,-50,CHASE_TO_PARTNERFI,41332.67,
DEBIT,04/07/2026,AMAZON MKTPL*B75ZG37 Amzn.com/bill WA        04/07,-50.09,DEBIT_CARD,9446.95,
DEBIT,05/28/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-50.39,ACH_DEBIT,13311.38,
DEBIT,12/29/2025,WAL-MART #2483 LAS VEGAS NV                  12/26,-50.63,DEBIT_CARD,10761.92,
DEBIT,11/19/2024,SAFEWAY #1508 SEATTLE WA                     11/18,-50.86,DEBIT_CARD,38189.03,
DEBIT,12/15/2025,DOLLAR TREE LAS VEGAS NV             053783  12/13,-51.21,DEBIT_CARD,9475.35,
DEBIT,03/03/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-51.21,ACH_DEBIT,47270.19,
DEBIT,08/19/2025,WALGREENS STORE 10510 LAS VEGAS NV   518466  08/18,-52.01,DEBIT_CARD,22207.38,
DEBIT,06/05/2026,DOLLARTREE RENTON WA                 064504  06/05,-52.6,DEBIT_CARD,18482.05,
DEBIT,04/08/2026,SAFEWAY #1993 SEATTLE WA                     04/07,-52.85,DEBIT_CARD,9524.68,
DEBIT,01/13/2025,SQ *GYRO EXPRESS PHILLY Las Vegas NV         01/11,-53.02,DEBIT_CARD,39842.92,
DEBIT,01/14/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  629455  01/13,-53.33,DEBIT_CARD,13429.6,
DEBIT,02/05/2025,DOLLAR TREE LAS VEGAS NV             010823  02/05,-53.56,DEBIT_CARD,48098.11,
DEBIT,05/08/2025,BWW LAS VEGAS 182 678-514-4100 NV            05/06,-53.75,DEBIT_CARD,50759.44,
DEBIT,04/27/2026,MINUTECLINIC #22615 RENTON WA                04/23,-54,DEBIT_CARD,11362.38,
DEBIT,01/26/2026,ARCO 910405 BARSTOW CA               182459  01/24,-54.5,DEBIT_CARD,13413.15,
DEBIT,05/12/2025,WALMART PAY LAS VEGAS NV                     05/10,-54.8,DEBIT_CARD,41689.07,
DEBIT,09/22/2025,CASH APP*BARISO HUSSEIN Oakland CA           09/22,-55,DEBIT_CARD,22332.77,
DEBIT,08/28/2025,MACY'S      433 500 SO SEATTLE WA    331484  08/28,-55.1,DEBIT_CARD,19372.45,
DEBIT,03/10/2025,SIDRA MARKET LAS VEGAS NV                    03/09,-55.25,DEBIT_CARD,45398.58,
DEBIT,04/01/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-55.66,ACH_DEBIT,47382.3,
DEBIT,02/18/2025,SAFEWAY FUEL1508 SEATTLE WA                  02/14,-56.37,DEBIT_CARD,50940.14,
DEBIT,12/01/2025,AMAZON MKTPL*BB8X10G Amzn.com/bill WA        11/29,-56.41,DEBIT_CARD,14542.99,
DEBIT,05/05/2025,BUC-EE'S #18 WALLER TX                       05/03,-56.56,DEBIT_CARD,50048.04,
DEBIT,06/09/2025,WALMART PAY LAS VEGAS NV                     06/08,-57.04,DEBIT_CARD,14977.59,
DEBIT,03/19/2026,AMAZON MKTPL*B53XH78 Amzn.com/bill WA        03/18,-57.47,DEBIT_CARD,11334.84,
DEBIT,04/13/2026,SP SUNNAHOUTFITTERS SUNNAHOUTFITT NV         04/13,-57.89,DEBIT_CARD,11733.09,
DEBIT,10/27/2025,WM SUPERCENTER #4356 702-270-6003 NV         10/25,-58.7,DEBIT_CARD,26402.27,
DEBIT,11/28/2025,REGAL CINEMAS INC 877-835-5734 TN            11/27,-58.98,DEBIT_CARD,12952.74,
DEBIT,04/16/2025,SPIRIT AIRL 4870431459 800-7727117 FL        04/14,-59,DEBIT_CARD,48249.67,
DEBIT,05/11/2026,PROG DIRECT INS  INS PREM                   PPD ID: 9409348062,-59.55,ACH_DEBIT,14199.46,
DEBIT,11/10/2025,WAL-MART #4356 LAS VEGAS NV                  11/09,-59.61,DEBIT_CARD,28849.07,
DEBIT,06/30/2025,TST* RISE & SHINE - SOU LAS VEGAS NV         06/29,-59.63,DEBIT_CARD,16457.15,
DEBIT,03/16/2026,CASH APP*FLOWERS HUSSEI Oakland CA           03/15,-60,DEBIT_CARD,11701.24,
DEBIT,12/10/2025,Zelle payment to Chris JPM99bxxart3,-60,CHASE_TO_PARTNERFI,9698.49,
DEBIT,04/24/2026,SAFEWAY FUEL1508 SEATTLE WA                  04/23,-60.12,DEBIT_CARD,11486.25,
DEBIT,11/10/2025,WM SUPERCENTER #4356 LAS VEGAS NV    003762  11/09,-60.53,DEBIT_CARD,28788.54,
DEBIT,11/17/2025,WAL-MART #2483 LAS VEGAS NV                  11/16,-60.71,DEBIT_CARD,28266.36,
DEBIT,12/16/2025,LS Sapporo Revolving S Las Vegas NV          12/16,-60.79,DEBIT_CARD,9119.2,
DEBIT,06/23/2025,WM SUPERCENTER #4356 702-270-6003 NV         06/22,-61.36,DEBIT_CARD,17134.45,
DEBIT,04/28/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-61.61,ACH_DEBIT,51011.25,
DEBIT,09/15/2025,CHILI'S SOUTH LAS VEGAS LAS VEGAS NV         09/13,-62.23,DEBIT_CARD,24486.59,
DEBIT,02/02/2026,"FlyOver Las Vegas, LLC Denver CO             02/01",-62.4,DEBIT_CARD,18051.14,
DEBIT,06/13/2025,WAL-MART #2483 LAS VEGAS NV                  06/12,-62.42,DEBIT_CARD,14883.17,
DEBIT,04/14/2025,WALMART PAY LAS VEGAS NV                     04/14,-63.58,DEBIT_CARD,48996,
DEBIT,12/12/2024,TST* VON'S 1000SPIRITS SEATTLE WA            12/12,-63.59,DEBIT_CARD,43312.79,
DEBIT,08/27/2025,SEATGEEK TICKETS SEATGEEK.COM NY             08/27,-63.6,DEBIT_CARD,19493.56,
DEBIT,05/05/2025,WALMART PAY KATY TX                          05/04,-63.63,DEBIT_CARD,49956.1,
DEBIT,03/23/2026,SAFEWAY #1993 SEATTLE WA                     03/19,-63.86,DEBIT_CARD,11178,
DEBIT,02/10/2026,YSI*Jackson Apartments 206-3221139 WA        02/10,-63.95,DEBIT_CARD,15735.6,
DEBIT,09/08/2025,AMAZON MKTPL*FC7F34R Amzn.com/bill WA        09/06,-64.46,DEBIT_CARD,22049.89,
DEBIT,03/09/2026,VENMO            PAYMENT    1048814600221   WEB ID: 3264681992,-65,ACH_DEBIT,11291.54,
DEBIT,05/15/2026,SEATGEEK TICKETS SEATGEEK.COM NY             05/15,-65.76,DEBIT_CARD,14369.94,
DEBIT,05/05/2026,SEATTLE CITY LIGHT 800-950-1292 WA           05/04,-66.23,DEBIT_CARD,10892.52,
DEBIT,03/16/2026,SAFEWAY FUEL1508 SEATTLE WA                  03/14,-66.67,DEBIT_CARD,11837.53,
DEBIT,05/27/2026,BROOKS SPORTS INC 855-427-6657 WA            05/26,-67.19,DEBIT_CARD,16365.11,
DEBIT,03/11/2025,RESTAURANT DEPOT LAS VEGAS NV                03/09,-67.43,DEBIT_CARD,45331.15,
DEBIT,06/02/2025,WALMART PAY LAS VEGAS NV                     06/01,-67.57,DEBIT_CARD,13289.73,
DEBIT,11/25/2025,SHEIN.COM 844-8022500 NY                     11/24,-67.81,DEBIT_CARD,13604.65,
DEBIT,07/07/2025,WAL-MART #2483 LAS VEGAS NV                  07/05,-68.13,DEBIT_CARD,18375.23,
DEBIT,09/02/2025,EXPRESS TIRES AND AUT 183-27870900 WA        08/30,-68.64,DEBIT_CARD,20719.41,
DEBIT,06/01/2026,SAFEWAY FUEL1563 RENTON WA                   05/31,-69.84,DEBIT_CARD,20707.92,
DEBIT,02/13/2026,WAL-MART #2516 RENTON WA             040987  02/13,-69.99,DEBIT_CARD,15216.86,
DEBIT,09/15/2025,Zelle payment to NAZIRA JPM99bnannyd,-70,CHASE_TO_PARTNERFI,24299.07,
DEBIT,05/21/2026,SAFEWAY FUEL1508 SEATTLE WA                  05/20,-70.17,DEBIT_CARD,14183.35,
DEBIT,04/16/2026,SAFEWAY FUEL1508 SEATTLE WA                  04/15,-70.19,DEBIT_CARD,9941.04,
DEBIT,10/14/2025,NikePOS_US Las Vegas NV                      10/12,-70.42,DEBIT_CARD,26474.61,
DEBIT,12/26/2024,ROSS STORE # 2185 LAS VEGAS NV               12/23,-70.43,DEBIT_CARD,44030.24,
DEBIT,03/02/2026,AMAZON MKTPL*B98E89Q Amzn.com/bill WA        03/02,-70.73,DEBIT_CARD,12218.62,
DEBIT,04/02/2026,SAFEWAY FUEL1508 SEATTLE WA                  04/01,-71.09,DEBIT_CARD,10253.5,
DEBIT,10/02/2025,SO PT GARDEN BUFFET LAS VEGAS NV             10/01,-71.42,DEBIT_CARD,24699.57,
DEBIT,06/30/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-71.52,ACH_DEBIT,16516.78,
DEBIT,04/13/2026,COSTCO WHSE #0001 SEATTLE WA         974228  04/11,-71.65,DEBIT_CARD,12119.21,
DEBIT,08/19/2025,TST* HOUSTON HOT CHICKE LAS VEGAS NV         08/19,-72.57,DEBIT_CARD,22259.39,
DEBIT,04/13/2026,Zelle payment to Fb JPM99ccye3tt,-75,CHASE_TO_PARTNERFI,11658.09,
DEBIT,08/26/2025,BAYAN BAYANONLINE.O CA                       08/25,-75,DEBIT_CARD,19640,
DEBIT,11/19/2024,Zelle payment to NAZIRA JPM99arfzoy1,-75,CHASE_TO_PARTNERFI,38114.03,
DEBIT,04/09/2026,ROSS STORES #1319 SEATTLE WA                 04/08,-75.14,DEBIT_CARD,9436.21,
DEBIT,11/24/2025,WAL-MART #2483 LAS VEGAS NV                  11/22,-75.85,DEBIT_CARD,14143.65,
DEBIT,10/14/2025,Crocs Las Vegas NV                           10/12,-75.85,DEBIT_CARD,26545.03,
DEBIT,05/04/2026,ARCO#82941ARCO #07189 TUKWILA WA             05/03,-76.7,DEBIT_CARD,11396.55,
DEBIT,09/19/2025,DMV-44 775-684-4513 NV                       09/18,-77,DEBIT_CARD,22744.41,
DEBIT,03/16/2026,DOLLARTREE SEATTLE WA                006902  03/16,-78.02,DEBIT_CARD,11559.42,
DEBIT,12/01/2025,WAL-MART #4356 LAS VEGAS NV                  11/30,-78.5,DEBIT_CARD,14446.3,
DEBIT,10/14/2025,WAL-MART #2483 LAS VEGAS NV                  10/12,-79.81,DEBIT_CARD,26241.39,
DEBIT,03/23/2026,Zelle payment to Abdulahi JPM99ca3buvj,-80,CHASE_TO_PARTNERFI,10694.93,
DEBIT,12/26/2025,YARD HOUSE ZK 0108319 LAS VEGAS NV           12/24,-80.09,DEBIT_CARD,11206.96,
DEBIT,04/07/2025,EXPRESS TIRES AND AUTO SEATTLE WA    405161  04/05,-80.99,DEBIT_CARD,46465.92,
DEBIT,12/05/2024,AMAZON MKTPL*ZL04B3V Amzn.com/bill WA        12/05,-81.31,DEBIT_CARD,38111.09,
DEBIT,07/21/2025,WAL-MART #2483 LAS VEGAS NV                  07/19,-81.52,DEBIT_CARD,20216.2,
DEBIT,08/25/2025,FLIP N OUT XTREME SUMME LAS VEGAS NV         08/23,-82,DEBIT_CARD,20766.4,
DEBIT,04/28/2025,WALMART PAY LAS VEGAS NV                     04/26,-82.74,DEBIT_CARD,50928.51,
DEBIT,11/03/2025,WAL-MART #2483 LAS VEGAS NV                  11/02,-84.36,DEBIT_CARD,26125.39,
DEBIT,03/23/2026,DAVES HOT CHICKEN 1205 SEATTLE WA            03/20,-85.06,DEBIT_CARD,10814.45,
DEBIT,03/24/2026,Amazon.com*BG38O0PS2 Amzn.com/bill WA        03/23,-85.89,DEBIT_CARD,9950.77,
DEBIT,01/14/2026,LUCY ETHIOPIAN RESTAURA LAS VEGAS NV         01/13,-86.61,DEBIT_CARD,13525.41,
DEBIT,03/03/2026,AMAZON MKTPL*B943Y7D Amzn.com/bill WA        03/02,-86.87,DEBIT_CARD,12464.56,
DEBIT,07/31/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-87.01,ACH_DEBIT,19410.32,
DEBIT,06/05/2026,WAL-MART #2516 RENTON WA             056229  06/05,-87.22,DEBIT_CARD,18534.65,
DEBIT,07/10/2025,KOGI LAS VEGAS NV                            07/09,-88.46,DEBIT_CARD,18237.73,
DEBIT,01/06/2025,V FLORIST 120-26608399 NV                    01/03,-89.04,DEBIT_CARD,38676.92,
DEBIT,09/15/2025,TJMAXX #0634 LAS VEGAS NV            001492  09/13,-89.16,DEBIT_CARD,24397.43,
DEBIT,03/02/2026,DOLLARTREE SEATTLE WA                065531  02/28,-90.53,DEBIT_CARD,14899.26,
DEBIT,03/31/2025,TST*JJANGA STEAK AND SU Las Vegas NV         03/30,-90.56,DEBIT_CARD,47406.22,
DEBIT,05/08/2025,WALMART PAY LAS VEGAS NV                     05/07,-90.67,DEBIT_CARD,50668.77,
DEBIT,01/06/2025,RESTAURANT DEPOT LAS VEGAS NV                01/04,-90.68,DEBIT_CARD,38540.2,
DEBIT,05/13/2026,WAL-MART #2516 RENTON WA                     05/12,-91.4,DEBIT_CARD,13987.14,
DEBIT,08/11/2025,WAL-MART #2483 LAS VEGAS NV                  08/09,-91.41,DEBIT_CARD,22101.97,
DEBIT,10/06/2025,WAL-MART #2483 LAS VEGAS NV                  10/04,-91.98,DEBIT_CARD,24566.31,
DEBIT,11/29/2024,PY *JUBA TUKWILA WA                          11/29,-92.48,DEBIT_CARD,37197.84,
DEBIT,05/27/2025,WALMART PAY LAS VEGAS NV                     05/24,-93.32,DEBIT_CARD,13589.2,
DEBIT,06/16/2025,"BJ'S RESTAURANTS, INC. LAS VEGAS NV          06/14",-95.16,DEBIT_CARD,14663.21,
DEBIT,03/16/2026,WAL-MART #2516 RENTON WA             009250  03/14,-96.42,DEBIT_CARD,11904.2,
DEBIT,04/01/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        03/31,-97.05,DEBIT_CARD,50058.17,
DEBIT,08/05/2025,SHEIN.COM 844-8022500 NY                     08/04,-97.33,DEBIT_CARD,22345.23,
DEBIT,04/09/2026,SEATTLE MUNI INT #950 800-950-1292 WA        04/08,-97.6,DEBIT_CARD,9560.33,
DEBIT,11/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-98.94,ACH_DEBIT,28435.72,
DEBIT,08/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-98.94,ACH_DEBIT,21902.03,
DEBIT,07/14/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-98.94,ACH_DEBIT,17693.82,
DEBIT,06/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-98.94,ACH_DEBIT,14770.4,
DEBIT,05/13/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-98.94,ACH_DEBIT,41527.61,
DEBIT,08/11/2025,PY *JUBA TUKWILA WA                          08/09,-99.18,DEBIT_CARD,22208.8,
DEBIT,04/10/2025,PY *JUBA TUKWILA WA                          04/09,-99.18,DEBIT_CARD,46261,
DEBIT,06/08/2026,Zelle payment to NAZIRA JPM99ck2mtwz,-100,CHASE_TO_PARTNERFI,18290.01,
DEBIT,05/06/2026,WA DEPT HEALTH   ONLINEORDR 9a0d3cd6d861bdc WEB ID: 1911444603,-100,ACH_DEBIT,10771.08,
DEBIT,03/09/2026,CASH APP*FLOWERS HUSSEI Oakland CA           03/07,-100,DEBIT_CARD,11445.53,
DEBIT,01/09/2026,ATM WITHDRAWAL                       003316  01/094256 BLUE,-100,ATM,13407.55,
DEBIT,01/09/2026,Zelle payment to NAZIRA JPM99c1e1tvi,-100,CHASE_TO_PARTNERFI,36207.55,
DEBIT,10/20/2025,Zelle payment to NAZIRA JPM99brhlf1k,-100,CHASE_TO_PARTNERFI,24996.85,
DEBIT,10/10/2025,Zelle payment to NAZIRA JPM99bqf6u6p,-100,CHASE_TO_PARTNERFI,26669.83,
DEBIT,09/26/2025,Zelle payment to NAZIRA JPM99boo5k2u,-100,CHASE_TO_PARTNERFI,24216.81,
DEBIT,06/06/2025,Zelle payment to Abu 25040526020,-100,QUICKPAY_DEBIT,15157.08,
DEBIT,02/11/2025,ATM WITHDRAWAL                       003390  02/117100 MART,-100,ATM,47895.27,
DEBIT,10/14/2025,RESTAURANT DEPOT LAS VEGAS NV                10/12,-100.75,DEBIT_CARD,26321.2,
DEBIT,05/29/2026,COSTCO WHSE #0001 SEATTLE WA         498064  05/29,-103.87,DEBIT_CARD,17534.97,
DEBIT,07/14/2025,WAL-MART #2483 LAS VEGAS NV                  07/12,-105.18,DEBIT_CARD,18071.54,
DEBIT,07/31/2025,WA DOL LIC & REG SEATTLE WA          572044  07/31,-106.25,DEBIT_CARD,19304.07,
DEBIT,05/09/2025,SEATTLE MUNI INT #950 800-950-1292 WA        05/08,-106.6,DEBIT_CARD,53268.71,
DEBIT,04/06/2026,TIKTOK SHOP TIKTOK.COM CA                    04/06,-107.78,DEBIT_CARD,9503.04,
DEBIT,05/19/2025,WALMART PAY LAS VEGAS NV                     05/18,-110.24,DEBIT_CARD,41220.43,
DEBIT,12/02/2024,TARGET.COM 800-591-3869 MN                   11/30,-110.34,DEBIT_CARD,39841.5,
DEBIT,03/30/2026,COSTCO WHSE #0001 SEATTLE WA         138005  03/28,-117.35,DEBIT_CARD,11571.78,
DEBIT,06/23/2025,WAL-MART #4356 LAS VEGAS NV                  06/22,-119.59,DEBIT_CARD,17198.52,
DEBIT,03/13/2026,Zelle payment to PERSIS JPM99c90ltqp,-120,CHASE_TO_PARTNERFI,12028.91,
DEBIT,01/05/2026,WAL-MART #2483 LAS VEGAS NV                  01/03,-121.03,DEBIT_CARD,13711.66,
DEBIT,06/12/2026,POS DEBIT                EXPRESS TIRES AND AUTO   SEATTLE       WA                                                                                                                                                                                                                                                                        8611,-121.21,MISC_DEBIT,,
DEBIT,03/13/2026,AMAZON MKTPL*BP2J87J Amzn.com/bill WA        03/12,-121.59,DEBIT_CARD,13694.28,
DEBIT,11/25/2024,T-MOBILE         PCS SVC    1762896         WEB ID: 0000450304,-122.05,ACH_DEBIT,36747.47,
DEBIT,04/30/2026,COSTCO WHSE #0001 SEATTLE WA         189226  04/30,-122.3,DEBIT_CARD,11742.3,
DEBIT,09/22/2025,UNLV TELE WEB REGIS ROSE.CUMMINGS NV         09/21,-125,DEBIT_CARD,22504.98,
DEBIT,12/15/2025,WAL-MART #2483 LAS VEGAS NV                  12/13,-128.63,DEBIT_CARD,9526.56,
DEBIT,03/10/2026,COSTCO WHSE #0001 SEATTLE WA         134893  03/10,-130,DEBIT_CARD,11161.54,
DEBIT,10/15/2025,AMERICAN AIR00122828439 FORT WORTH TX        10/15,-130.96,DEBIT_CARD,25440.26,
DEBIT,06/01/2026,RESTAURANT DEPOT SEATTLE WA                  05/29,-132.45,DEBIT_CARD,20853.23,
DEBIT,03/02/2026,ROSS STORES #1319 SEATTLE WA                 02/28,-133.8,DEBIT_CARD,14765.46,
DEBIT,03/20/2026,Zelle payment to Mustafa JPM99c9tsxn8,-134,CHASE_TO_PARTNERFI,11241.86,
DEBIT,10/14/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-134.53,ACH_DEBIT,25552.22,
DEBIT,04/08/2026,AMAZON MKTPL*BC86W8A Amzn.com/bill WA        04/08,-134.76,DEBIT_CARD,9378.86,
DEBIT,12/16/2025,NV ENERGY SOUTH  NPC PYMT   040810152476765 WEB ID: 1880045330,-135.24,ACH_DEBIT,8983.96,
DEBIT,09/15/2025,F A DAVIS COMPANY 215-568-2270 PA            09/15,-135.69,DEBIT_CARD,24153.38,
DEBIT,03/17/2026,Amazon.com*BD3UC7TR1 Amzn.com/bill WA        03/16,-139.28,DEBIT_CARD,11420.14,
DEBIT,05/11/2026,FOGO DE CHAO - SEATTLE SEATTLE WA            05/09,-140.62,DEBIT_CARD,14306.68,
DEBIT,11/13/2025,WA DEPT OF HEALTH HSQ 360-236-4508 WA        11/12,-141.45,DEBIT_CARD,28536.66,
DEBIT,07/01/2025,RESTAURANT DEPOT LAS VEGAS NV                06/29,-147.41,DEBIT_CARD,19764.92,
DEBIT,03/25/2025,T-MOBILE         PCS SVC    6629112         WEB ID: 0000450304,-148.05,ACH_DEBIT,45395.48,
DEBIT,02/25/2025,T-MOBILE         PCS SVC    6065962         WEB ID: 0000450304,-148.05,ACH_DEBIT,43187,
